ac_from,ac_to,fraud_flag,trx_channel,trx_type,start_balance,trx_amt,mbar_region,mbar_city,mbar_registered_channel,mbar_registered_date_time,mbar_a_c_status,mbar_a_c_level,mbar_agent_group,mbar_limit_group,mbar_charge_profile,mbar_credit_dl_ml_yl,mbar_debit_dl_ml_yl,mbar_year_of_birth,mbar_last_modified_date_time,mbar_dormant_date,mbar_re_active_date,mbar_place_of_birth,mbar_account_type_name,hour_of_day,day_of_week,is_weekend,is_night,is_business_hours,is_unusual_hour,night_weekend_combo,start_balance_log,balance_change,balance_change_pct,txn_txns_3d,txn_total_amount_3d,txn_avg_amount_3d,txn_max_amount_3d,txn_min_amount_3d,txn_unique_recipients_3d,txn_unique_channels_3d,txn_unique_types_3d,txn_is_high_activity_3d,txn_multi_channel_recent,txn_amount_deviation_from_avg,txn_night_txns_3d,txn_weekend_txns_3d,user_total_txns_3d,user_total_amount_3d,user_avg_amount_3d,user_median_amount_3d,user_max_amount_3d,user_min_amount_3d,user_unique_recipients_3d,user_unique_channels_3d,user_unique_types_3d,user_total_txns_7d,user_total_amount_7d,user_avg_amount_7d,user_median_amount_7d,user_max_amount_7d,user_min_amount_7d,user_unique_recipients_7d,user_unique_channels_7d,user_unique_types_7d,user_most_used_channel_7d,user_last_used_channel,user_channel_diversity_score_7d,user_most_used_type_7d,user_last_used_type,user_type_diversity_score_7d,user_night_txns_7d,user_weekend_txns_7d,user_peak_hour_txns_7d,user_off_peak_hour_txns_7d,user_avg_start_balance_7d,user_avg_end_balance_7d,user_min_balance_7d,user_max_balance_7d,user_balance_volatility_7d,user_avg_amount_per_recipient_7d,user_max_amount_to_single_recipient_7d,user_recipient_concentration_ratio_7d,user_avg_time_between_txns_7d,user_txn_frequency_score_7d,user_days_since_last_txn,ac_from_id,ac_to_id,trx_channel_id,trx_type_id,mbar_region_id,mbar_city_id,mbar_registered_channel_id,mbar_a_c_status_id,mbar_a_c_level_id,mbar_agent_group_id,mbar_account_type_name_id,txn_unique_channels_3d_id,txn_unique_types_3d_id,user_unique_channels_3d_id,user_unique_types_3d_id,user_unique_channels_7d_id,user_unique_types_7d_id,user_most_used_channel_7d_id,user_last_used_channel_id,user_most_used_type_7d_id,user_last_used_type_id,isolation_forest_prediction,isolation_forest_probability,isolation_forest_score,best_model_used,sampling_strategy_used,_c112,min_distance_to_fraud,cluster_id,cluster_fraud_rate
zSNXVZS99+95aECNFX13OA==,/QRlt6LP/rXls1Tn2L9dSA==,0,NEW_JC_APP,IBFT Outgoing Customer,0.0,5100.0,,,API,2025-04-12T10:39:50.000+05:00,Active,Level 1,Product for Minor Accounts,Rule Profile for L1 Standard OMNO Customer,OMNO L1 for App and USSD,0,0,0,2025-04-14T13:40:21.000+05:00,1/1/1970,1/1/1970,NAROWAL NAROWAL,Customer Account,23,5,0,1,0,0,0,0.0,0.0,0.0,21,30280.0,1441.904762,10000.0,99.0,5,2,2,1,1,2.536988111,1,0,21,3007.98,143.2371429,201.02,588.36,0.0,5,2,2,38,12031.84,316.6273684,195.87,6501.65,0.0,10,2,2,Payment Gateway,NEW_JC_APP,0.975545274,Online Payment,IBFT Outgoing Customer,0.975545274,1,9,27,11,316.6273684,64.38157895,0.0,6501.65,1024.146197,316.6273684,6501.65,0.265306122,3.4375,7.0,0,22739,485,14,14,,,0,0,1,33,1,2,2,2,2,2,2,14,15,20,16,0,0.436793385,0.25418627,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
NDhHKX9p0QmobjC+8qT/mQ==,/QRlt6LP/rXls1Tn2L9dSA==,0,USSD_API,IBFT Outgoing Customer,4594.24,180.0,,,BIO,2024-10-21T10:37:51.000+05:00,Suspended,Level 1,Product for L1 Registered Customer,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,2004,2025-07-25T22:09:17.000+05:00,1/1/1970,1/1/1970,SHAKAR GARH NAROWAL,Customer Account,17,5,0,0,1,0,0,8.432558624,-182.76,-0.03,20,34493.0,1724.65,5000.0,3.0,7,2,4,1,1,-0.895630998,3,0,20,87355.08,4367.754,2187.34,44001.0,0.0,7,2,4,30,219886.25,7329.541667,2860.91,87643.81,0.0,13,2,4,USSD_API,USSD_API,0.970403587,Transfer(C2C),Transfer(C2C),0.965517241,0,8,17,13,7329.541667,6960.229667,0.0,87643.81,16785.15158,8274.428,87643.81,0.333333333,4.0,5.571428571,0,9072,485,22,14,,,1,5,1,15,1,2,4,2,4,2,4,19,23,29,35,0,0.43660957,0.254933507,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
Pn2BFuMKiMb7pLjOCHU/8A==,/QRlt6LP/rXls1Tn2L9dSA==,0,BISP,IBFT Outgoing Customer,26352.78,12000.0,,,NEW_JC_APP,2024-11-23T19:21:07.000+05:00,Active,Level 1,Product for Freelance Digital Account (FDA),Rule Profile for Freelance Digital Customers (FDA),Charge Profile for L1 Register Customer,0,0,2002,2024-12-06T03:03:29.000+05:00,1/1/1970,1/1/1970,NOWSHERA WARKAN GUJRANWALA,Customer Account,15,4,0,0,1,0,0,10.17932905,-12000.0,-0.45,6,46850.0,7808.333333,20000.0,650.0,4,1,3,0,0,0.536819637,3,0,6,169114.73,28185.78833,18222.57,97566.94,1999.33,4,1,3,6,169114.73,28185.78833,18222.57,97566.94,1999.33,4,1,3,NEW_JC_APP,NEW_JC_APP,0.937823834,IBFT Outgoing Customer,IBFT Outgoing Customer,0.929032258,0,0,2,4,28185.78833,28143.34667,97.78,117566.94,33302.43725,28185.78833,97566.94,0.578947368,4.0,4.75,0,9996,485,4,14,,,3,0,1,9,1,1,3,1,3,1,3,12,15,13,16,0,0.435751444,0.258422857,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
wcZtgrlcErakayEGdcrktA==,/d3gEBGlyOwSvnL68U5/rg==,0,NEW_JC_APP,Transfer(C2C),4499.25,600.0,,,API,2025-02-16T19:34:01.000+05:00,Active,Level 1,Product for Minor Accounts,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,0,2025-02-18T10:16:07.000+05:00,1/1/1970,1/1/1970,LAHORE CANTT LAHORE,Customer Account,23,1,0,1,0,0,0,8.411665995,600.0,0.13,5,17437.0,3487.4,4100.0,2500.0,1,1,1,0,0,-0.827952056,2,3,5,3151.0,630.2,0.8,3144.8,0.8,1,1,1,14,32121.5,2294.392857,482.57,10856.8,0.8,1,1,1,NEW_JC_APP,NEW_JC_APP,0.0,Transfer(C2C),Transfer(C2C),0.0,0,3,8,6,2294.392857,5542.607143,0.8,12856.8,3027.778774,2294.392857,10856.8,1.0,9.5,2.428571429,0,21721,561,14,31,,,0,0,1,33,1,1,1,1,1,1,1,12,15,29,35,0,0.43848416,0.247316297,Isolation Forest,Original (No Sampling),#REF!,0.0022409033148667917,0,0.0056
wcZtgrlcErakayEGdcrktA==,/d3gEBGlyOwSvnL68U5/rg==,0,NEW_JC_APP,Transfer(C2C),1.15,1000.0,,,API,2025-02-16T19:34:01.000+05:00,Active,Level 1,Product for Minor Accounts,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,0,2025-02-18T10:16:07.000+05:00,1/1/1970,1/1/1970,LAHORE CANTT LAHORE,Customer Account,10,3,0,0,1,0,0,0.139761942,1000.0,869.56,6,25354.0,4225.666667,5700.0,2000.0,1,1,1,0,0,-0.763350951,2,0,6,18392.9,3065.483333,3557.15,5707.15,7.15,1,1,1,9,18914.35,2101.594444,507.15,5707.15,7.15,1,1,1,NEW_JC_APP,NEW_JC_APP,0.0,Transfer(C2C),Transfer(C2C),0.0,0,0,3,6,2101.594444,5774.261111,7.15,10261.15,2386.704428,2101.594444,5707.15,1.0,13.36363636,1.714285714,0,21721,561,14,31,,,0,0,1,33,1,1,1,1,1,1,1,12,15,29,35,0,0.434399097,0.26392502,Isolation Forest,Original (No Sampling),#REF!,2.9462208732070354E-4,0,0.0056
06Ugz31vHHRh9bxWgJ2hEw==,/pB4wqNMeoQE3LEqlp0SkQ==,0,Payment Gateway,Transfer(C2B),0.0,100.0,,,NEW_JC_APP,2024-01-30T18:03:57.000+05:00,Active,Level 1,Product for Standard OMNO L1 Customer,Rule Profile for L1 Standard OMNO Customer,OMNO L1 for App and USSD,0,0,2004,2024-01-30T18:07:09.000+05:00,1/1/1970,1/1/1970,MIRPUR SAKRO THATTHA,Customer Account,18,5,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,,0.0,0.0,0.0,0,0,0,0,0.0,,0.0,0.0,0.0,0,0,0,Payment Gateway,Payment Gateway,0.0,Transfer(C2B),Transfer(C2B),0.0,0,0,0,0,,,0.0,0.0,,,0.0,1.0,0.0,3.0,0,756,635,16,30,,,3,0,1,44,1,0,0,0,0,0,0,14,17,28,34,0,0.436998863,0.253351055,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
Gf24fP87QAlqFvHFS9IhGw==,/pB4wqNMeoQE3LEqlp0SkQ==,0,Payment Gateway,Transfer(C2B),508.39,200.0,,,USSD_API,2023-04-10T13:22:43.000+05:00,Active,Level 1,Product for L1 Registered Customer,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,1965,2023-04-10T13:49:54.000+05:00,1/1/1970,1/1/1970,KHAIRPUR MIRS,Customer Account,6,4,0,1,0,0,0,6.23124887,-200.0,-0.39,2,480.0,240.0,300.0,180.0,2,2,2,0,1,-0.166666667,2,0,2,799.33,399.665,399.66,490.94,308.39,2,2,2,3,895.98,298.66,308.39,490.94,96.65,2,2,2,Payment Gateway,Payment Gateway,0.84,IBFT Outgoing Customer,Online Payment,0.842105263,0,1,0,3,298.66,106.2933333,2.1,490.94,161.115188,298.66,490.94,0.428571429,23.0,1.166666667,0,6668,635,16,30,,,5,0,1,15,1,2,2,2,2,2,2,14,17,13,23,0,0.433367203,0.268126058,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
otDjGxgmj3Pst9qHypqo1g==,/QRlt6LP/rXls1Tn2L9dSA==,0,NEW_JC_APP,IBFT Outgoing Customer,39766.22,5000.0,,,NEW_JC_APP,2022-01-10T16:15:51.000+05:00,Active,Level 1,Product for L1 Registered Customer,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,1999,2022-08-15T19:05:11.000+05:00,1/1/1970,1/1/1970,LAHORE LAHORE,Customer Account,18,2,0,0,0,0,0,10.59077309,-5007.35,-0.12,16,44050.0,2753.125,12600.0,270.0,7,4,5,1,1,0.816118048,12,13,16,101069.5,6316.84375,3914.04,18894.95,10.93,7,4,5,37,395859.58,10698.90757,7557.74,75887.93,10.93,9,4,5,NEW_JC_APP,NEW_JC_APP,0.975139838,IBFT Outgoing Customer,IBFT Outgoing Customer,0.969167523,6,13,10,27,10698.90757,7778.076216,10.93,76757.93,13352.27925,9850.083939,75887.93,0.666666667,3.795454545,6.428571429,0,18968,485,14,14,,,3,0,1,15,1,4,5,4,5,4,5,12,15,13,16,0,0.443688051,0.226207468,Isolation Forest,Original (No Sampling),#REF!,0.011703147566075925,0,0.0056
84b8MtsRbICJBbkqJU6xsg==,/QRlt6LP/rXls1Tn2L9dSA==,0,USSD_API,IBFT Outgoing Customer,37944.21,100.0,,,API,2024-01-02T18:46:34.000+05:00,Suspended,Level 1,Product for Minor Accounts,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,0,2025-09-16T11:02:58.000+05:00,1/1/1970,1/1/1970,KABEER WALA KHANEWAL,Customer Account,19,6,1,0,0,0,0,10.5438722,-102.55,0.0,9,128203.0,14244.77778,34972.0,250.0,4,3,3,0,1,-0.992979883,4,0,9,404925.34,44991.70444,56523.95,101724.53,0.0,4,3,3,12,404925.34,33743.77833,22923.97,101724.53,0.0,5,3,4,USSD,USSD,0.960869565,Utility Bills Payment,Utility Bills Payment,0.956896552,0,0,7,5,33743.77833,26240.945,0.0,101724.53,36008.30459,33743.77833,101724.53,0.176470588,3.787878788,5.666666667,0,3612,485,22,14,,,0,5,1,33,1,3,3,3,3,3,4,18,22,30,36,0,0.443040736,0.228830382,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
orEYuxRrdAIVgex/Vgjo6Q==,/QRlt6LP/rXls1Tn2L9dSA==,0,NEW_JC_APP,IBFT Outgoing Customer,5121.24,5000.0,,,NEW_JC_APP,2024-12-02T15:41:18.000+05:00,Active,Level 1,Product for Asaan Digital Account,Rule Profile for Asaan DigitalCustomer,OMNO L1 for App and USSD,0,0,2002,2024-12-02T16:39:23.000+05:00,1/1/1970,1/1/1970,BANDA DAUD SHAH KARAK,Customer Account,11,6,1,0,1,0,0,8.541151877,-5007.35,-0.97,41,139822.0,3410.292683,7000.0,1.0,14,3,4,1,1,0.466149819,4,0,41,224280.31,5470.251463,5094.88,35367.35,0.0,14,3,4,53,344548.66,6500.918113,5142.59,53100.0,0.0,19,3,4,NEW_JC_APP,NEW_JC_APP,0.986347485,IBFT Outgoing Customer,IBFT Outgoing Customer,0.983453981,0,4,28,25,6500.918113,3575.715472,0.0,53101.0,8642.844753,6500.918113,53100.0,0.607594937,1.961538462,11.28571429,0,18955,485,14,14,,,3,0,1,2,1,3,4,3,4,3,4,12,15,13,16,0,0.436476637,0.255473944,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
c8li2+hW6wwgHlh9uwuGNA==,/QRlt6LP/rXls1Tn2L9dSA==,0,NEW_JC_APP,IBFT Outgoing Customer,9035.36,7000.0,,,API,2025-05-06T15:41:07.000+05:00,Suspended,Level 1,Product for Minor Accounts,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,0,2025-07-23T18:16:21.000+05:00,1/1/1970,1/1/1970,KALR KEH A R CHAKWAL,Customer Account,0,2,0,1,0,1,0,9.108901047,-7009.67,-0.77,6,130000.0,21666.66667,50000.0,5000.0,4,2,2,0,1,-0.676923077,0,0,6,50003.22,8333.87,0.0,50003.22,0.0,4,2,2,14,75777.39,5412.670714,427.38,50003.22,0.0,8,2,2,Payment Gateway,NEW_JC_APP,0.929936306,Online Payment,IBFT Outgoing Customer,0.929936306,0,0,6,8,5412.670714,64.88785714,0.0,50003.22,12938.65448,5412.670714,50003.22,0.352941176,9.1875,2.428571429,0,14372,485,14,14,,,0,5,1,33,1,2,2,2,2,2,2,14,15,20,16,0,0.443053001,0.228780678,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
zSNXVZS99+95aECNFX13OA==,/QRlt6LP/rXls1Tn2L9dSA==,0,NEW_JC_APP,IBFT Outgoing Customer,20300.07,250.0,,,API,2025-04-12T10:39:50.000+05:00,Active,Level 1,Product for Minor Accounts,Rule Profile for L1 Standard OMNO Customer,OMNO L1 for App and USSD,0,0,0,2025-04-14T13:40:21.000+05:00,1/1/1970,1/1/1970,NAROWAL NAROWAL,Customer Account,0,2,0,1,0,1,0,9.918379614,-251.55,-0.01,8,36835.0,4604.375,20200.0,100.0,7,2,4,0,1,-0.945703814,1,5,8,47079.02,5884.8775,4292.34,21352.07,1.23,7,2,4,17,75513.05,4441.944118,687.75,21352.07,1.23,10,2,4,NEW_JC_APP,Payment Gateway,0.952522255,Online Payment,Online Payment,0.94972067,0,5,7,10,4441.944118,3978.733529,0.07,21352.07,5653.204594,4441.944118,21352.07,0.32,6.666666667,3.571428571,0,22739,485,14,14,,,0,0,1,33,1,2,4,2,4,2,4,12,17,20,23,0,0.441759825,0.234022937,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
Pn2BFuMKiMb7pLjOCHU/8A==,/QRlt6LP/rXls1Tn2L9dSA==,0,BISP,IBFT Outgoing Customer,5288.19,850.0,,,NEW_JC_APP,2024-11-23T19:21:07.000+05:00,Active,Level 1,Product for Freelance Digital Account (FDA),Rule Profile for Freelance Digital Customers (FDA),Charge Profile for L1 Register Customer,0,0,2002,2024-12-06T03:03:29.000+05:00,1/1/1970,1/1/1970,NOWSHERA WARKAN GUJRANWALA,Customer Account,20,5,0,0,0,0,0,8.573231312,-850.0,-0.16,48,124870.0,2601.458333,18400.0,100.0,15,4,5,1,1,-0.673260191,17,0,48,419405.44,8737.613333,5371.19,28875.13,0.0,15,4,5,70,801102.84,11444.32629,9004.81,44018.73,0.0,17,5,6,NEW_JC_APP,NEW_JC_APP,0.982633279,Merchant Payment,Transfer(C2B),0.985250737,0,11,35,35,11444.32629,10330.19643,0.0,44018.73,9041.451422,11353.3929,44018.73,0.231707317,1.925925926,11.71428571,0,9996,485,4,14,,,3,0,1,9,1,4,5,4,5,5,6,12,15,19,34,0,0.440515755,0.239069158,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
CWxfl7I3VmKtMBxMEu3RZg==,/QRlt6LP/rXls1Tn2L9dSA==,0,NEW_JC_APP,IBFT Outgoing Customer,7811.67,7000.0,,,API,2024-04-01T12:18:45.000+05:00,Suspended,Level 1,Product for Minor Accounts,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,0,2025-07-27T00:56:57.000+05:00,1/1/1970,1/1/1970,GOJRA TOBA TEK SINGH,Customer Account,17,6,1,0,1,0,0,8.963374049,-7009.67,-0.89,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,,0.0,0.0,0.0,0,0,0,7,52058.45,7436.921429,6213.1,13213.0,0.8,2,1,2,NEW_JC_APP,NEW_JC_APP,0.0,IBFT Outgoing Customer,IBFT Outgoing Customer,0.876923077,0,3,4,3,7436.921429,1320.428571,0.8,13213.0,5523.608042,7436.921429,13213.0,0.888888889,20.125,1.285714286,0,5209,485,14,14,,,0,5,1,33,1,0,0,0,0,1,2,12,15,13,16,0,0.439811295,0.241927939,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
m01SyoymhSBHxz0H6j1P3A==,/QRlt6LP/rXls1Tn2L9dSA==,0,USSD_API,IBFT Outgoing Customer,15019.98,720.0,,,BIO,2025-04-27T14:29:24.000+05:00,Suspended,Level 1,Product for L1 Registered Customer,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,2004,2025-08-20T23:58:02.000+05:00,1/1/1970,1/1/1970,PESHAWAR,Customer Account,12,4,0,0,1,0,0,9.617136594,0.0,0.0,21,268070.0,12765.2381,18800.0,20.0,9,2,4,1,1,-0.943596822,0,0,21,283090.83,13480.51571,15024.27,45663.24,0.0,9,2,4,36,415862.21,11551.72806,11945.2,45663.24,0.0,11,2,5,USSD_API,USSD_API,0.976523197,IBFT Outgoing Customer,IBFT Outgoing Customer,0.970504282,1,15,30,6,11551.72806,10256.23444,0.0,45663.24,8998.24985,11551.72806,45663.24,0.659574468,2.804347826,7.833333333,0,17960,485,22,14,,,1,5,1,15,1,2,4,2,4,2,5,19,23,13,16,0,0.43972734,0.242268704,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
INkpNW58ZpnH1x6EgjUtNg==,/QRlt6LP/rXls1Tn2L9dSA==,0,USSD_API,IBFT Outgoing Customer,8898.26,8800.0,,,API,2024-12-23T18:45:54.000+05:00,Active,Level 1,Product for Minor Accounts,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,0,2025-01-01T07:26:20.000+05:00,1/1/1970,1/1/1970,QASOOR QASOOR,Customer Account,14,4,0,0,1,0,0,9.093611031,-8812.76,-0.99,6,21950.0,3658.333333,6550.0,2850.0,1,1,1,0,0,1.40546697,0,0,6,16348.28,2724.713333,2935.72,6597.32,0.0,1,1,1,14,40244.71,2874.622143,3399.61,6597.32,0.0,1,1,1,USSD_API,USSD_API,0.0,IBFT Outgoing Customer,IBFT Outgoing Customer,0.0,0,6,11,3,2874.622143,581.4057143,0.0,6597.32,2320.435262,2874.622143,6597.32,1.0,8.5625,2.428571429,0,7281,485,22,14,,,0,0,1,33,1,1,1,1,1,1,1,19,23,13,16,0,0.438166634,0.248606024,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
INkpNW58ZpnH1x6EgjUtNg==,/QRlt6LP/rXls1Tn2L9dSA==,0,USSD_API,IBFT Outgoing Customer,29.83,1.0,,,API,2024-12-23T18:45:54.000+05:00,Active,Level 1,Product for Minor Accounts,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,0,2025-01-01T07:26:20.000+05:00,1/1/1970,1/1/1970,QASOOR QASOOR,Customer Account,21,5,0,0,0,0,0,3.395514599,-3.55,-0.11,4,4461.0,1115.25,2350.0,1.0,2,2,2,0,1,-0.99910334,1,0,4,4622.98,1155.745,1091.57,2387.64,52.19,2,2,2,8,21354.05,2669.25625,1949.84,7976.95,52.19,2,2,2,USSD_API,USSD_API,0.890243902,IBFT Outgoing Customer,IBFT Outgoing Customer,0.890243902,0,4,7,1,2669.25625,31.8675,10.31,7976.95,2428.714337,3007.915714,7976.95,0.9,16.44444444,1.428571429,0,7281,485,22,14,,,0,0,1,33,1,2,2,2,2,2,2,19,23,13,16,0,0.437207285,0.252503963,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
orEYuxRrdAIVgex/Vgjo6Q==,/QRlt6LP/rXls1Tn2L9dSA==,0,NEW_JC_APP,IBFT Outgoing Customer,0.0,5000.0,,,NEW_JC_APP,2024-12-02T15:41:18.000+05:00,Active,Level 1,Product for Asaan Digital Account,Rule Profile for Asaan DigitalCustomer,OMNO L1 for App and USSD,0,0,2002,2024-12-02T16:39:23.000+05:00,1/1/1970,1/1/1970,BANDA DAUD SHAH KARAK,Customer Account,21,6,1,0,0,0,0,0.0,0.0,0.0,41,139822.0,3410.292683,7000.0,1.0,14,3,4,1,1,0.466149819,4,0,41,224280.31,5470.251463,5094.88,35367.35,0.0,14,3,4,53,344548.66,6500.918113,5142.59,53100.0,0.0,19,3,4,NEW_JC_APP,NEW_JC_APP,0.986347485,IBFT Outgoing Customer,IBFT Outgoing Customer,0.983453981,0,4,28,25,6500.918113,3575.715472,0.0,53101.0,8642.844753,6500.918113,53100.0,0.607594937,1.961538462,11.28571429,0,18955,485,14,14,,,3,0,1,2,1,3,4,3,4,3,4,12,15,13,16,0,0.436437118,0.255634614,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
74C9V20FKehPQGG6IO3aXg==,/QRlt6LP/rXls1Tn2L9dSA==,0,NEW_JC_APP,IBFT Outgoing Customer,6532.27,6000.0,,,BIO,2025-03-11T10:45:31.000+05:00,Suspended,Level 1,Product for Asaan Digital Account,Rule Profile for Asaan DigitalCustomer,OMNO L1 for App and USSD,0,0,2006,2025-07-10T08:12:22.000+05:00,1/1/1970,1/1/1970,BANDA DAUD SHAH KARAK,Customer Account,14,3,0,0,1,0,0,8.784509789,-6008.51,-0.91,30,141107.0,4703.566667,15000.0,1.0,7,1,3,1,0,0.275627715,2,7,30,185530.45,6184.348333,5505.16,15408.31,1.68,7,1,3,42,232849.49,5544.035476,5312.24,15408.31,1.68,9,1,3,NEW_JC_APP,NEW_JC_APP,0.0,IBFT Outgoing Customer,IBFT Outgoing Customer,0.976477684,0,10,20,22,5544.035476,1545.752143,1.68,15408.31,3742.48531,5544.035476,15408.31,0.722222222,2.886792453,7.714285714,0,3291,485,14,14,,,1,5,1,2,1,1,3,1,3,1,3,12,15,13,16,0,0.435220174,0.260583915,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
74C9V20FKehPQGG6IO3aXg==,/QRlt6LP/rXls1Tn2L9dSA==,0,NEW_JC_APP,IBFT Outgoing Customer,6278.66,6000.0,,,BIO,2025-03-11T10:45:31.000+05:00,Suspended,Level 1,Product for Asaan Digital Account,Rule Profile for Asaan DigitalCustomer,OMNO L1 for App and USSD,0,0,2006,2025-07-10T08:12:22.000+05:00,1/1/1970,1/1/1970,BANDA DAUD SHAH KARAK,Customer Account,15,5,0,0,1,0,0,8.744911862,-6008.51,-0.95,43,202013.0,4697.976744,15000.0,1.0,13,1,2,1,0,0.27714553,1,0,43,326111.04,7583.977674,6413.96,81812.32,0.0,13,1,2,61,414527.53,6795.533279,5563.16,81812.32,0.0,16,1,3,NEW_JC_APP,NEW_JC_APP,0.0,IBFT Outgoing Customer,IBFT Outgoing Customer,0.984197973,0,10,30,31,6795.533279,2879.284262,0.0,81812.32,10345.87155,6795.533279,81812.32,0.6625,1.924050633,11.42857143,0,3291,485,14,14,,,1,5,1,2,1,1,2,1,2,1,3,12,15,13,16,0,0.434859605,0.262050956,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
zSNXVZS99+95aECNFX13OA==,/QRlt6LP/rXls1Tn2L9dSA==,0,NEW_JC_APP,IBFT Outgoing Customer,505.87,500.0,,,API,2025-04-12T10:39:50.000+05:00,Active,Level 1,Product for Minor Accounts,Rule Profile for L1 Standard OMNO Customer,OMNO L1 for App and USSD,0,0,0,2025-04-14T13:40:21.000+05:00,1/1/1970,1/1/1970,NAROWAL NAROWAL,Customer Account,18,7,1,0,0,0,0,6.226279719,-502.13,-0.99,3,2350.0,783.3333333,2100.0,100.0,3,2,3,0,1,-0.361702128,2,3,3,1175.96,391.9866667,160.25,905.46,110.25,3,2,3,5,2274.79,454.958,200.25,905.46,110.25,4,2,3,NEW_JC_APP,NEW_JC_APP,0.879310345,IBFT Outgoing Customer,IBFT Outgoing Customer,0.884615385,0,3,3,2,454.958,1036.558,0.25,3005.46,366.1434437,528.635,905.46,0.3,17.0,1.428571429,0,22739,485,14,14,,,0,0,1,33,1,2,3,2,3,2,3,12,15,13,16,0,0.434802124,0.262284854,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
wcZtgrlcErakayEGdcrktA==,/d3gEBGlyOwSvnL68U5/rg==,0,NEW_JC_APP,Transfer(C2C),0.25,1100.0,,,API,2025-02-16T19:34:01.000+05:00,Active,Level 1,Product for Minor Accounts,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,0,2025-02-18T10:16:07.000+05:00,1/1/1970,1/1/1970,LAHORE CANTT LAHORE,Customer Account,17,5,0,0,1,0,0,0.0,1100.0,4400.0,6,9500.0,1583.333333,2500.0,500.0,1,1,1,0,0,-0.305263158,2,0,6,2401.5,400.25,0.25,1200.25,0.25,1,1,1,7,2401.75,343.1071429,0.25,1200.25,0.25,1,1,1,NEW_JC_APP,NEW_JC_APP,0.0,Transfer(C2C),Transfer(C2C),0.0,0,0,3,4,343.1071429,1843.107143,0.25,3000.25,542.1047417,343.1071429,1200.25,1.0,16.14285714,1.6,0,21721,561,14,31,,,0,0,1,33,1,1,1,1,1,1,1,12,15,29,35,0,0.434896451,0.261901029,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
m01SyoymhSBHxz0H6j1P3A==,/QRlt6LP/rXls1Tn2L9dSA==,0,USSD_API,IBFT Outgoing Customer,15019.4,1500.0,,,BIO,2025-04-27T14:29:24.000+05:00,Suspended,Level 1,Product for L1 Registered Customer,Rule Profile for L1 Register Customer,Charge Profile for L1 Register Customer,0,0,2004,2025-08-20T23:58:02.000+05:00,1/1/1970,1/1/1970,PESHAWAR,Customer Account,22,4,0,1,0,0,0,9.617097978,0.0,0.0,21,268070.0,12765.2381,18800.0,20.0,9,2,4,1,1,-0.882493379,0,0,21,283090.83,13480.51571,15024.27,45663.24,0.0,9,2,4,36,415862.21,11551.72806,11945.2,45663.24,0.0,11,2,5,USSD_API,USSD_API,0.976523197,IBFT Outgoing Customer,IBFT Outgoing Customer,0.970504282,1,15,30,6,11551.72806,10256.23444,0.0,45663.24,8998.24985,11551.72806,45663.24,0.659574468,2.804347826,7.833333333,0,17960,485,22,14,,,1,5,1,15,1,2,4,2,4,2,5,19,23,13,16,0,0.442672932,0.230321068,Isolation Forest,Original (No Sampling),#REF!,0.0,0,0.0056
